mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:upprall
58	57	679/4	679/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	563										
58	57	681/4	681/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	564										
58	57	341/2	341/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	565										
58	57	683/4	683/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	566										
58	57	685/4	685/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	567										
58	57	343/2	343/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	568										
58	57	687/4	687/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	569										
58	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	570										
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	571										
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	572										
58	57	169	169	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	573										
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	574										
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	575										
59	58	689/4	689/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	576										
59	58	345/2	345/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	577										
59	58	691/4	691/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	578										
59	58	173	173	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	579		articStaccatissimoAbove								
59	58	174	174	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
59	58	174	174	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	580										
59	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	581										
59	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	582										
59	58	174	174	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	583										
59	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	584										
60	59	175	175	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	585									43	
60	59	176	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	586										
60	59	177	177	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	587										
60	59	355/2	355/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	588										
60	59	175	175	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	589										
60	59	177	177	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	590										
60	59	355/2	355/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	591										
61	60	178	178	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	592									44	
61	60	179	179	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	593										
61	60	180	180	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	594										
61	60	361/2	361/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	595										
61	60	178	178	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	596										
61	60	180	180	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	597										
61	60	361/2	361/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	598										
62	61	181	181	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	599									45	
62	61	363/2	363/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	600										
62	61	182	182	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	601									46	
62	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	602										
62	61	183	183	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	603									47	
62	61	367/2	367/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	604										
62	61	181	181	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	605										
62	61	182	182	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	606										
62	61	183	183	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	607										
63	62	186	186	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
63	62	186	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	608										
63	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	609										
63	62	186	186	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	610										
63	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	611										
63	62	184	184	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	612										
63	62	737/4	737/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	613										
63	62	369/2	369/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	614										
63	62	739/4	739/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	615										
63	62	185	185	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	616									48	
63	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	617		ornamentShortTrill								
63	62	184	184	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	618										
63	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	619										
63	62	185	185	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	620										
64	63	187	187	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	621										
64	63	188	188	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	622										
64	63	377/2	377/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	623										
64	63	189	189	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	624									49	
64	63	379/2	379/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	625										
64	63	190	190	0.5	3/4	3/4	Chord	3/4	1	1	1/8		1/8	1	626									50	
64	63	381/2	381/2	0.5	7/8	7/8	Chord	3/4	1	1	1/8		1/8	1	627										
64	63	191	191	0.5	1	1	Chord	3/4	1	1	1/8		1/8	1	628		ornamentTurn							51	
64	63	383/2	383/2	0.5	9/8	9/8	Chord	3/4	1	1	1/8		1/8	1	629										
64	63	192	192	0.5	5/4	5/4	Chord	3/4	1	1	1/8		1/8	1	630									52	
64	63	385/2	385/2	0.5	11/8	11/8	Chord	3/4	1	1	1/8		1/8	1	631										
64	63	193	193	2.0	3/2	3/2	Chord	3/4	1	1	1/2		1/2	1	632									53	
64	63	195	195	1.0	2	2	Chord	3/4	1	1	1/4		1/4	1	633		ornamentTurn								
64	63	187	187	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	634										
64	63	188	188	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	635										
64	63	387/2	387/2	0.5	13/8	13/8	Chord	3/4	1	2	1/8		1/8	1	636									54	
64	63	194	194	0.5	7/4	7/4	Chord	3/4	1	2	1/8		1/8	1	637									54	
64	63	389/2	389/2	0.5	15/8	15/8	Chord	3/4	1	2	1/8		1/8	1	638										
65	63	196	196	0.0	0	0	Dynamic	3/4	1	1	0					p									
65	63	196	196	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	639										
65	63	393/2	393/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	640										
65	63	196	196	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	641										
65	63	393/2	393/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	642										
66	64	197	197	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	643									55	
66	64	198	198	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	644										
66	64	199	199	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	645										
66	64	399/2	399/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	646										
66	64	197	197	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	647									56	
66	64	198	198	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	648										
66	64	199	199	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	649										
66	64	399/2	399/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	650										
66	64	197	197	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	651										
66	64	199	199	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	652										
66	64	399/2	399/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	653										
67	65	200	200	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	654									57	
67	65	201	201	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	655										
67	65	202	202	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	656										
67	65	405/2	405/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	657										
67	65	200	200	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	658									58	
67	65	201	201	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	659										
67	65	202	202	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	660										
67	65	405/2	405/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	661										
67	65	200	200	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	662										
67	65	200	200	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	663										
68	66	203	203	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	664									59	
68	66	407/2	407/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	665										
68	66	409/2	409/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	666										
68	66	411/2	411/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	667										
68	66	203	203	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	668										
68	66	204	204	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	669										
68	66	205	205	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	670										
69	67	206	206	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	671									60	
69	67	413/2	413/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	672		ornamentTurn								
69	67	207	207	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	673										
69	67	208	208	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
69	67	208	208	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	674										
69	67	417/2	417/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	675										
69	67	206	206	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	676										
69	67	207	207	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	677										
69	67	208	208	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	678										
69	67	417/2	417/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	679										
70	68	209	209	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	680										
70	68	837/4	837/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	681										
70	68	419/2	419/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	682										
70	68	839/4	839/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	683										
70	68	210	210	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	684									61	
70	68	421/2	421/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	685		ornamentTurn								
70	68	209	209	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	686										
70	68	209	209	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	687										
71	68	211	211	0.5	0	1/2	Chord	3/4	1	1	1/8		1/8	1	688										
71	68	423/2	423/2	0.5	1/8	5/8	Chord	3/4	1	1	1/8		1/8	1	689										
71	68	211	211	0.5	0	1/2	Chord	3/4	2	1	1/8		1/8	1	690										
71	68	423/2	423/2	0.5	1/8	5/8	Chord	3/4	2	1	1/8		1/8	1	691										
72	69	212	212	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	692										
72	69	849/4	849/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	693										
72	69	425/2	425/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	694										
72	69	851/4	851/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	695										
72	69	213	213	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	696									62	
72	69	427/2	427/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	697		ornamentTurn								
72	69	214	214	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
72	69	214	214	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	698										
72	69	429/2	429/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	699										
72	69	214	214	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	700										
72	69	429/2	429/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	701										
72	69	212	212	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	702										
72	69	212	212	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	703										
73	70	215	215	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	704									63	
73	70	216	216	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	705										
73	70	217	217	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	706										
73	70	435/2	435/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	707										
73	70	215	215	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	708										
73	70	217	217	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	709										
73	70	435/2	435/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	710										
74	71	218	218	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	711									64	
74	71	219	219	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	712										
74	71	218	218	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	713										
75	72	223	223	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp									
75	72	223	223	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	714										
75	72	447/2	447/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	715										
75	72	223	223	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	716										
75	72	447/2	447/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	717										
76	73	224	224	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	718									65	
76	73	225	225	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	719										
76	73	226	226	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	720										
76	73	453/2	453/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	721										
76	73	224	224	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	722										
76	73	226	226	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	723										
76	73	453/2	453/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	724										
77	74	227	227	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	725		ornamentTurn								
77	74	228	228	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	726										
77	74	229	229	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
77	74	917/4	917/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	727										
77	74	459/2	459/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	728										
77	74	919/4	919/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	729										
77	74	227	227	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	730										
77	74	229	229	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	731										
77	74	229	229	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	732										
78	75	921/4	921/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	733										
78	75	461/2	461/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	734										
78	75	923/4	923/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	735										
78	75	925/4	925/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	736										
78	75	463/2	463/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	737										
78	75	927/4	927/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	738										
78	75	929/4	929/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	739										
78	75	465/2	465/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	740										
78	75	931/4	931/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	741										
78	75	230	230	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	742										
78	75	231	231	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	743										
78	75	232	232	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	744										
78	75	230	230	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	745										
78	75	231	231	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	746										
78	75	232	232	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	747										
79	76	933/4	933/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	748										
79	76	467/2	467/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	749										
79	76	935/4	935/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	750										
79	76	937/4	937/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	751										
79	76	469/2	469/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	752										
79	76	939/4	939/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	753										
79	76	941/4	941/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	754										
79	76	471/2	471/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	755										
79	76	943/4	943/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	756										
79	76	233	233	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	757										
79	76	234	234	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	758										
79	76	235	235	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	759										
79	76	233	233	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	760										
79	76	234	234	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	761										
79	76	235	235	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	762										
80	77	236	236	0.16666666666666666	0	0	Chord	3/4	1	1	1/24		1/16	2/3	763										
80	77	1417/6	1417/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	764										
80	77	709/3	709/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	765										
80	77	473/2	473/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	766										
80	77	710/3	710/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	767										
80	77	1421/6	1421/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	768										
80	77	237	237	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	769										
80	77	1423/6	1423/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	770										
80	77	712/3	712/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	771										
80	77	475/2	475/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	772										
80	77	713/3	713/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	773										
80	77	1427/6	1427/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	774										
80	77	238	238	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	775										
80	77	1429/6	1429/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	776										
80	77	715/3	715/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	777										
80	77	477/2	477/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	778										
80	77	716/3	716/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	779										
80	77	1433/6	1433/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	780										
81	78	479/2	479/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	781										
81	78	719/3	719/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	782										
81	78	1439/6	1439/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	783										
81	78	481/2	481/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	784										
81	78	722/3	722/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	785										
81	78	1445/6	1445/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	786										
81	78	483/2	483/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	787										
81	78	725/3	725/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	788										
81	78	1451/6	1451/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	789										
81	78	239	239	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	790										
81	78	1435/6	1435/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	791										
81	78	718/3	718/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	792										
81	78	240	240	0.16666666666666666	1/4	1/4	Chord	3/4	2	1	1/24		1/16	2/3	793										
81	78	1441/6	1441/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	794										
81	78	721/3	721/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	795										
81	78	241	241	0.16666666666666666	1/2	1/2	Chord	3/4	2	1	1/24		1/16	2/3	796										
81	78	1447/6	1447/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	797										
81	78	724/3	724/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	798										
82	79	485/2	485/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	799										
82	79	728/3	728/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	800										
82	79	1457/6	1457/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	801										
82	79	243	243	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	802										
82	79	1459/6	1459/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	803										
82	79	730/3	730/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	804										
82	79	487/2	487/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	805										
82	79	731/3	731/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	806										
82	79	1463/6	1463/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	807										
82	79	244	244	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	808										
82	79	1465/6	1465/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	809										
82	79	733/3	733/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	810										
82	79	489/2	489/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	811										
82	79	734/3	734/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	812										
82	79	1469/6	1469/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	813										
82	79	242	242	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	814										
82	79	1453/6	1453/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	815										
82	79	727/3	727/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	816										
83	80	491/2	491/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	817										
83	80	737/3	737/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	818										
83	80	1475/6	1475/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	819										
83	80	246	246	0.16666666666666666	1/4	1/4	Chord	3/4	1	1	1/24		1/16	2/3	820										
83	80	1477/6	1477/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	821										
83	80	739/3	739/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	822										
83	80	493/2	493/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	823										
83	80	740/3	740/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	824										
83	80	1481/6	1481/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	825										
83	80	247	247	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24		1/16	2/3	826										
83	80	1483/6	1483/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	827										
83	80	742/3	742/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	828										
83	80	495/2	495/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/16	2/3	829										
83	80	743/3	743/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	830										
83	80	1487/6	1487/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	831										
83	80	245	245	0.16666666666666666	0	0	Chord	3/4	2	1	1/24		1/16	2/3	832										
83	80	1471/6	1471/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	833										
83	80	736/3	736/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	834										
84	81	497/2	497/2	0.16666666666666666	1/8	1/8	Chord	3/4	1	1	1/24		1/16	2/3	835										
84	81	746/3	746/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	836										
84	81	1493/6	1493/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	837										
84	81	499/2	499/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	838										
84	81	749/3	749/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	839										
